,hour,invocations
189,189,364.4597211834734
190,190,370.9297622191542
191,191,384.27410789256874
192,192,390.1996352586541
193,193,394.10072963464165
194,194,400.070474519313
195,195,401.7386601818356
196,196,395.6621702565922
197,197,390.8730407156734
198,198,392.3727895419338
199,199,403.2662159012274
200,200,406.0510838458361
201,201,411.65029808077713
202,202,425.0
203,203,423.9552661545133
204,204,423.94546536431125
205,205,417.83752174027984
206,206,415.4005818478425
207,207,415.22169843287634
208,208,416.5167702916622
209,209,417.04871007925414
210,210,415.10241749785985
211,211,405.64397117686366
212,212,401.45348757700447
213,213,396.05997597362864
214,214,402.4784678918516
215,215,394.7492152530078
216,216,384.04196591999334
217,217,388.08323438840466
218,218,388.5150769582357
219,219,388.8555214612993
220,220,390.1134034999001
221,221,394.12891640336215
222,222,395.8221738547739
223,223,400.6661954183356
224,224,406.0953393519807
225,225,409.63695745788465
226,226,404.2521070179432
227,227,404.67388288465975
228,228,407.9966546636109
229,229,418.8358727763223
230,230,419.45757716564793
231,231,416.67088581821093
232,232,418.1689252043199
233,233,412.70965713644904
234,234,410.12072902076267
235,235,403.75059526504833
236,236,398.7175096207291
237,237,391.8467378259751
238,238,387.7367878510317
239,239,386.70307039763236
240,240,384.0909318834444
241,241,372.97436660304004
242,242,361.85008984817426
243,243,352.03927093061293
244,244,360.5955887023177
245,245,358.6848524760746
246,246,354.6506496936227
247,247,360.3123914505504
248,248,357.71123134089095
249,249,358.8633180278925
250,250,358.11515305491395
251,251,360.45564253524697
252,252,366.9638230800859
253,253,370.2755024918318
254,254,374.45751486605116
255,255,374.53907415505785
256,256,373.0721845672653
257,257,373.71538991494117
258,258,368.5306959229625
259,259,375.1004543008146
260,260,376.51852987539166
261,261,371.05933778263875
262,262,372.28720964969074
263,263,366.7839899761468
264,264,368.0782640961953
265,265,370.461261654963
266,266,366.2801989697165
267,267,367.1292588991933
268,268,366.760855552763
269,269,374.7472079903944
270,270,375.4427601942652
271,271,372.52558158192954
272,272,367.5098562520381
273,273,366.5339178757598
274,274,374.4464224988458
275,275,374.48775296295355
276,276,371.2269009050459
277,277,375.20792110500633
278,278,372.09974104640816
279,279,368.27982608383815
280,280,367.8552011502024
281,281,363.83668722958544
282,282,358.593948247573
283,283,348.6885023207358
284,284,342.9001860174785
285,285,336.67801380376704
286,286,326.4473563849945
287,287,318.5142625049724
288,288,315.005275712183
289,289,319.3676910037255
290,290,316.60231067684396
291,291,310.008924037342
292,292,305.3374419664061
293,293,297.4230379653741
294,294,290.7693650698621
295,295,283.4874159373307
296,296,276.6616973874587
297,297,272.87118479549474
298,298,269.357867420988
299,299,269.5311286772336
300,300,268.5942035239689
301,301,259.9467156108504
302,302,249.292458922533
303,303,249.5998922368928
304,304,254.24341546446155
305,305,253.78802060809872
306,306,256.8950990274879
307,307,258.1452316040687
308,308,251.1416553033215
309,309,248.6519506915406
310,310,249.9028050317408
311,311,247.57937196536366
312,312,244.66124366405484
313,313,238.49757229108425
314,314,235.53799956299096
315,315,232.2803384600328
316,316,223.96451992386682
317,317,213.87791132852823
318,318,206.79892972331973
319,319,209.96048230220407
320,320,200.88878731859782
321,321,193.34863674807045
322,322,190.91811675309071
323,323,182.45141163288443
324,324,176.57135537482932
325,325,171.89846776421336
326,326,166.82089868839594
327,327,161.21807563535714
328,328,155.85863887233472
329,329,153.65536045482952
330,330,151.08994663811603
331,331,139.50788181067549
332,332,134.82941002889788
333,333,131.6132313402831
334,334,136.76506609379396
335,335,134.754308624908
336,336,133.06173494955698
337,337,135.32419798386331
338,338,132.00621263733643
339,339,131.57953637551879
340,340,128.93115773011857
341,341,127.54681510786472
342,342,124.9950008372457
343,343,123.06800593578384
344,344,122.56808966036371
345,345,123.45449136026151
346,346,116.61353979926137
