4.0,1001
33.0,4046
66.0,2814
78.0,4737
81.0,257
120.0,1389
125.0,4538
139.0,4010
151.0,2481
155.0,1959
161.0,1299
193.0,2678
195.0,2162
200.0,334
201.0,1848
223.0,1020
232.0,4238
252.0,774
261.0,1162
290.0,3944
303.0,1592
304.0,520
315.0,3441
326.0,3535
336.0,360
378.0,3405
382.0,3402
395.0,1583
416.0,3458
442.0,4219
448.0,1528
451.0,2047
458.0,159
465.0,2402
524.0,3387
537.0,1670
538.0,3325
567.0,4691
598.0,2566
621.0,3240
645.0,4432
663.0,3413
670.0,1924
670.0,4024
690.0,2934
704.0,2140
706.0,1590
712.0,3942
719.0,2168
722.0,2421
740.0,1959
765.0,2975
774.0,2720
782.0,3256
786.0,2695
793.0,3978
793.0,3697
798.0,1332
801.0,3517
812.0,3956
821.0,2766
857.0,4877
867.0,1643
869.0,1285
882.0,3017
891.0,122
895.0,4458
896.0,4813
897.0,3690
912.0,4599
922.0,2546
931.0,1851
957.0,1764
958.0,734
963.0,3929
1016.0,1818
1039.0,1355
1039.0,2295
1044.0,2593
1081.0,2959
1082.0,461
1090.0,4398
1136.0,2459
1142.0,3930
1145.0,1547
1156.0,4701
1192.0,4903
1220.0,178
1224.0,1175
1234.0,4392
1239.0,2216
1245.0,4387
1245.0,2585
1262.0,1497
1263.0,4268
1292.0,2600
1296.0,3522
1299.0,2549
1300.0,4984
1337.0,3909
1377.0,2144
1387.0,2096
1394.0,2303
1426.0,2341
1440.0,2671
1548.0,751
1566.0,4222
1583.0,4344
1601.0,3879
1603.0,964
1605.0,4619
1618.0,191
1641.0,4359
1670.0,2242
1682.0,1728
1696.0,595
1700.0,4693
1727.0,333
1728.0,3812
1736.0,2537
1763.0,873
1785.0,2264
1790.0,2430
1822.0,198
1826.0,1428
1860.0,2216
1865.0,262
1866.0,3822
1879.0,3153
1888.0,3547
1909.0,2873
1915.0,1715
1927.0,3673
1929.0,4171
1939.0,4522
1949.0,3374
2088.0,3849
2089.0,435
2112.0,2198
2133.0,2392
2137.0,853
2177.0,2423
2189.0,4542
2208.0,4157
2211.0,3093
2226.0,883
2251.0,1771
2270.0,4055
2273.0,2308
2284.0,1892
2291.0,3410
2332.0,473
2350.0,2935
2370.0,4488
2372.0,4003
2374.0,380
2390.0,4412
2430.0,4980
2433.0,1464
2434.0,3437
2437.0,550
2497.0,2008
2501.0,4217
2532.0,290
2542.0,4865
2547.0,4558
2551.0,4001
2560.0,275
2590.0,4603
2616.0,4731
2650.0,3348
2663.0,712
2666.0,2049
2672.0,2892
2692.0,1844
2696.0,1437
2715.0,1353
2729.0,614
2732.0,4076
2736.0,552
2737.0,3753
2780.0,431
2829.0,980
2840.0,1879
2844.0,471
2869.0,3780
2871.0,2447
2874.0,3849
2894.0,1628
3021.0,3926
3067.0,2950
3071.0,529
3098.0,2032
3123.0,70
3144.0,776
3203.0,1156
3207.0,4448
3318.0,4054
3394.0,3562
3409.0,2646
3411.0,4375
3430.0,4763
3439.0,4932
3507.0,4845
3530.0,4172
3551.0,3394
3587.0,1277
3649.0,766
3655.0,3973
3663.0,242
3768.0,1549
3769.0,1126
3778.0,2209
3826.0,4224
3848.0,827
3890.0,1863
3893.0,111
3905.0,2812
3910.0,3170
3911.0,3232
3926.0,2777
3951.0,3116
3952.0,2367
3964.0,1096
3969.0,4778
3986.0,1555
4011.0,3490
4024.0,4638
4027.0,3804
4044.0,3030
4097.0,447
4100.0,524
4114.0,4595
4123.0,1373
4134.0,4729
4172.0,1617
4175.0,1180
4201.0,2972
4246.0,582
4262.0,649
4085.0,3682
4102.0,2208
4114.0,1494
4124.0,1086
4130.0,714
4153.0,3309
4156.0,4935
4193.0,1196
4206.0,2396
4227.0,915
4231.0,3978
4234.0,456
4238.0,4507
4277.0,2695
4373.0,4465
