288.0,1581
369.0,3739
588.0,4130
726.0,1671
2527.0,2245
2652.0,1866
2690.0,293
2263.0,2312
2414.0,497
2768.0,1932
3328.0,493
3438.0,1327
4255.0,4650
4083.0,3457
4462.0,133
4683.0,4937
5403.0,2640
5554.0,2739
5875.0,2109
6179.0,1205
6544.0,175
7002.0,2804
7201.0,118
7317.0,4979
7448.0,3113
8334.0,4211
9277.0,4507
9465.0,2130
9265.0,2711
9290.0,3346
9709.0,1233
10620.0,348
10667.0,4424
11179.0,1814
11334.0,1555
11823.0,2730
11965.0,1328
12205.0,1608
12803.0,4479
13646.0,4773
13075.0,295
13171.0,2598
13483.0,3706
13942.0,687
14298.0,3341
14457.0,1168
14572.0,1977
14590.0,3538
15114.0,4722
15184.0,2675
15790.0,2910
15895.0,163
16354.0,673
16515.0,2648
16563.0,148
16588.0,4315
17310.0,3709
17592.0,3444
17828.0,733
17891.0,1247
18051.0,2730
18303.0,608
18327.0,4156
18562.0,418
18778.0,3765
19003.0,2057
19061.0,3954
19269.0,4762
19673.0,4166
19840.0,322
20163.0,3502
20493.0,1938
20545.0,2673
20672.0,2377
20692.0,4014
21172.0,2528
22034.0,3848
22042.0,4572
22423.0,1153
22595.0,156
22256.0,2280
22537.0,4726
22890.0,1196
23096.0,2019
23564.0,4426
23669.0,3383
23135.0,3372
23197.0,2299
23198.0,4761
23280.0,1853
23322.0,3719
23810.0,4948
24364.0,1410
24364.0,2256
24382.0,2710
24458.0,3128
24514.0,3278
24521.0,3310
25351.0,553
25404.0,256
25409.0,4821
25695.0,779
25779.0,1610
25930.0,3240
26271.0,134
26287.0,2837
26386.0,2108
26477.0,1386
26614.0,3674
26699.0,1267
26816.0,4991
27321.0,1746
27351.0,4513
27413.0,2099
27489.0,1144
27659.0,3774
27955.0,3613
28058.0,2139
28106.0,437
28217.0,3780
28240.0,1386
28271.0,2716
28312.0,677
28441.0,3411
28639.0,2472
29029.0,3566
29194.0,565
29467.0,2982
29484.0,4405
29589.0,3146
29763.0,4681
29912.0,300
30024.0,4644
30086.0,4045
30088.0,1871
30472.0,4106
30960.0,287
31121.0,3655
31247.0,970
31084.0,4783
31445.0,1305
31506.0,4582
31623.0,1534
31937.0,1488
32207.0,2365
32537.0,3489
32221.0,2572
32375.0,211
